employee_name,hours_worked,meetings_per_day,stress_score,sleep_hours,productivity_drop,overtime_hours,workload_level,job_satisfaction,burnout,burnout_probability,risk_level
Employee 11888,8.0,2.0,5.0,8.0,3.0,2.0,2.0,6.0,0,28.0,Low
Employee 11889,9.0,3.0,5.0,8.0,4.0,2.0,4.0,6.0,0,40.0,Medium
Employee 11890,7.0,1.0,1.0,9.0,1.0,1.0,1.0,9.0,0,6.0,Low
Employee 11891,8.0,2.0,5.0,8.0,4.0,2.0,3.0,6.0,0,36.0,Medium
Employee 11892,9.0,3.0,7.0,7.0,5.0,3.0,4.0,4.0,0,47.0,Medium
Employee 11893,14.0,6.0,8.0,6.0,8.0,4.0,9.0,2.0,1,81.0,High
Employee 11894,11.0,5.0,6.0,7.0,5.0,3.0,6.0,5.0,0,47.0,Medium
Employee 11895,7.0,1.0,5.0,8.0,3.0,1.0,1.0,6.0,0,32.0,Low
Employee 11896,8.0,3.0,1.0,10.0,0.0,1.0,2.0,9.0,0,5.0,Low
Employee 11897,10.0,5.0,7.0,6.0,6.0,3.0,5.0,4.0,1,58.0,Medium
Employee 11898,9.0,3.0,5.0,8.0,2.0,2.0,3.0,6.0,0,23.0,Low
Employee 11899,12.0,5.0,9.0,5.0,8.0,4.0,7.0,1.0,1,81.0,High
Employee 11900,11.0,3.0,9.0,6.0,7.0,4.0,6.0,2.0,1,70.0,High
Employee 11901,9.0,3.0,7.0,6.0,6.0,3.0,4.0,4.0,1,56.0,Medium
Employee 11902,8.0,3.0,1.0,9.0,1.0,1.0,2.0,9.0,0,7.0,Low
Employee 11903,10.0,5.0,7.0,6.0,6.0,3.0,5.0,3.0,1,62.0,Medium
Employee 11904,9.0,3.0,5.0,8.0,4.0,2.0,4.0,6.0,0,41.0,Medium
Employee 11905,10.0,5.0,6.0,7.0,5.0,2.0,4.0,5.0,0,49.0,Medium
Employee 11906,7.0,1.0,4.0,8.0,2.0,1.0,1.0,7.0,0,22.0,Low
Employee 11907,9.0,3.0,6.0,7.0,3.0,2.0,4.0,6.0,0,30.0,Low
Employee 11908,10.0,3.0,5.0,7.0,3.0,3.0,5.0,6.0,0,30.0,Low
Employee 11909,9.0,3.0,5.0,8.0,3.0,2.0,3.0,6.0,0,34.0,Medium
Employee 11910,10.0,5.0,8.0,6.0,7.0,3.0,5.0,3.0,1,66.0,High
Employee 11911,11.0,6.0,8.0,6.0,6.0,3.0,6.0,3.0,1,59.0,Medium
Employee 11912,9.0,3.0,5.0,7.0,4.0,2.0,4.0,5.0,0,39.0,Medium
Employee 11913,11.0,3.0,6.0,7.0,6.0,3.0,6.0,4.0,1,57.0,Medium
Employee 11914,12.0,6.0,6.0,7.0,6.0,3.0,7.0,4.0,1,58.0,Medium
Employee 11915,10.0,5.0,5.0,8.0,3.0,2.0,5.0,6.0,0,31.0,Low
Employee 11916,11.0,5.0,7.0,6.0,5.0,3.0,6.0,4.0,1,51.0,Medium
Employee 11917,8.0,2.0,5.0,8.0,4.0,2.0,2.0,5.0,0,44.0,Medium
Employee 11918,12.0,5.0,8.0,6.0,6.0,4.0,7.0,3.0,1,61.0,Medium
Employee 11919,10.0,5.0,5.0,8.0,4.0,2.0,5.0,5.0,0,43.0,Medium
Employee 11920,8.0,2.0,6.0,7.0,5.0,2.0,2.0,5.0,0,47.0,Medium
Employee 11921,7.0,1.0,3.0,9.0,1.0,1.0,1.0,8.0,0,11.0,Low
Employee 11922,8.0,2.0,6.0,7.0,5.0,2.0,3.0,4.0,1,51.0,Medium
Employee 11923,13.0,5.0,10.0,5.0,10.0,5.0,9.0,1.0,1,100.0,High
Employee 11924,10.0,5.0,6.0,7.0,5.0,3.0,5.0,4.0,0,46.0,Medium
Employee 11925,12.0,6.0,7.0,6.0,6.0,4.0,7.0,3.0,1,60.0,Medium
Employee 11926,9.0,3.0,6.0,7.0,6.0,3.0,4.0,4.0,1,59.0,Medium
Employee 11927,9.0,3.0,8.0,6.0,6.0,3.0,4.0,3.0,1,62.0,Medium
Employee 11928,9.0,3.0,5.0,7.0,4.0,2.0,4.0,5.0,0,38.0,Medium
Employee 11929,9.0,3.0,5.0,8.0,4.0,2.0,4.0,6.0,0,39.0,Medium
Employee 11930,9.0,3.0,6.0,7.0,4.0,2.0,3.0,5.0,0,40.0,Medium
Employee 11931,14.0,7.0,9.0,6.0,9.0,4.0,9.0,1.0,1,86.0,High
Employee 11932,9.0,2.0,5.0,8.0,3.0,2.0,4.0,6.0,0,30.0,Low
Employee 11933,7.0,1.0,4.0,8.0,3.0,1.0,1.0,7.0,0,28.0,Low
Employee 11934,14.0,6.0,9.0,6.0,9.0,4.0,9.0,1.0,1,90.0,High
Employee 11935,12.0,5.0,10.0,5.0,8.0,4.0,7.0,1.0,1,85.0,High
Employee 11936,11.0,6.0,7.0,7.0,6.0,3.0,6.0,3.0,1,64.0,Medium
Employee 11937,8.0,2.0,6.0,7.0,5.0,2.0,3.0,5.0,0,46.0,Medium
Employee 11938,10.0,3.0,5.0,8.0,4.0,2.0,5.0,6.0,0,41.0,Medium
Employee 11939,12.0,5.0,7.0,7.0,5.0,3.0,7.0,4.0,1,54.0,Medium
Employee 11940,9.0,3.0,5.0,7.0,4.0,2.0,4.0,5.0,0,44.0,Medium
Employee 11941,14.0,6.0,10.0,5.0,10.0,5.0,10.0,1.0,1,100.0,High
Employee 11942,11.0,5.0,6.0,7.0,4.0,3.0,6.0,5.0,0,42.0,Medium
Employee 11943,13.0,7.0,8.0,6.0,8.0,4.0,8.0,2.0,1,79.0,High
Employee 11944,9.0,3.0,6.0,7.0,5.0,3.0,4.0,4.0,1,50.0,Medium
Employee 11945,7.0,2.0,3.0,9.0,2.0,1.0,1.0,8.0,0,21.0,Low
Employee 11946,12.0,6.0,7.0,7.0,6.0,3.0,7.0,4.0,1,63.0,Medium
Employee 11947,8.0,2.0,4.0,8.0,2.0,1.0,2.0,7.0,0,23.0,Low
Employee 11948,8.0,2.0,7.0,7.0,5.0,2.0,3.0,4.0,1,50.0,Medium
Employee 11949,12.0,6.0,7.0,6.0,6.0,4.0,7.0,3.0,1,62.0,Medium
Employee 11950,7.0,2.0,3.0,8.0,2.0,1.0,1.0,8.0,0,16.0,Low
Employee 11951,9.0,3.0,5.0,8.0,4.0,2.0,3.0,6.0,0,35.0,Medium
Employee 11952,9.0,3.0,5.0,8.0,4.0,2.0,3.0,6.0,0,37.0,Medium
Employee 11953,7.0,1.0,4.0,8.0,3.0,1.0,1.0,7.0,0,29.0,Low
Employee 11954,12.0,5.0,9.0,5.0,8.0,4.0,7.0,2.0,1,75.0,High
Employee 11955,10.0,5.0,6.0,7.0,4.0,2.0,4.0,5.0,0,44.0,Medium
Employee 11956,11.0,5.0,8.0,6.0,7.0,3.0,6.0,3.0,1,68.0,High
Employee 11957,9.0,3.0,4.0,8.0,4.0,2.0,4.0,6.0,0,35.0,Medium
Employee 11958,11.0,6.0,7.0,6.0,6.0,3.0,6.0,3.0,1,64.0,Medium
Employee 11959,10.0,3.0,7.0,7.0,5.0,3.0,5.0,4.0,0,46.0,Medium
Employee 11960,7.0,1.0,3.0,8.0,2.0,1.0,1.0,8.0,0,17.0,Low
Employee 11961,10.0,5.0,6.0,7.0,4.0,2.0,4.0,5.0,0,39.0,Medium
Employee 11962,10.0,5.0,5.0,8.0,4.0,2.0,5.0,5.0,0,43.0,Medium
Employee 11963,10.0,5.0,6.0,7.0,4.0,3.0,5.0,5.0,0,45.0,Medium
Employee 11964,8.0,2.0,6.0,7.0,5.0,2.0,3.0,5.0,0,47.0,Medium
Employee 11965,8.0,2.0,4.0,8.0,2.0,2.0,2.0,7.0,0,23.0,Low
Employee 11966,9.0,3.0,5.0,8.0,3.0,2.0,3.0,6.0,0,30.0,Low
Employee 11967,9.0,3.0,6.0,7.0,3.0,2.0,4.0,6.0,0,34.0,Medium
Employee 11968,7.0,2.0,4.0,8.0,3.0,1.0,1.0,7.0,0,26.0,Low
Employee 11969,10.0,5.0,5.0,7.0,4.0,2.0,4.0,5.0,0,39.0,Medium
Employee 11970,11.0,5.0,7.0,6.0,7.0,3.0,6.0,3.0,1,71.0,High
Employee 11971,9.0,3.0,4.0,8.0,2.0,2.0,3.0,7.0,0,25.0,Low
Employee 11972,9.0,3.0,5.0,8.0,3.0,2.0,4.0,6.0,0,33.0,Medium
Employee 11973,13.0,6.0,8.0,6.0,6.0,4.0,8.0,3.0,1,65.0,Medium
Employee 11974,12.0,6.0,7.0,7.0,6.0,3.0,7.0,3.0,1,65.0,Medium
Employee 11975,10.0,5.0,7.0,6.0,5.0,3.0,5.0,4.0,1,53.0,Medium
Employee 11976,9.0,3.0,7.0,7.0,5.0,3.0,4.0,4.0,1,52.0,Medium
Employee 11977,11.0,5.0,8.0,6.0,6.0,3.0,6.0,3.0,1,57.0,Medium
Employee 11978,7.0,1.0,3.0,8.0,1.0,1.0,1.0,8.0,0,13.0,Low
Employee 11979,14.0,6.0,9.0,5.0,9.0,5.0,9.0,1.0,1,92.0,High
Employee 11980,9.0,3.0,3.0,9.0,2.0,1.0,3.0,8.0,0,21.0,Low
Employee 11981,8.0,2.0,7.0,7.0,4.0,2.0,3.0,4.0,0,44.0,Medium
Employee 11982,11.0,6.0,6.0,7.0,6.0,3.0,6.0,4.0,1,60.0,Medium
Employee 11983,8.0,2.0,6.0,7.0,4.0,2.0,3.0,5.0,0,43.0,Medium
Employee 11984,9.0,3.0,4.0,8.0,3.0,2.0,4.0,7.0,0,28.0,Low
Employee 11985,7.0,2.0,5.0,8.0,3.0,2.0,1.0,6.0,0,27.0,Low
Employee 11986,13.0,6.0,7.0,6.0,6.0,4.0,8.0,3.0,1,60.0,Medium
Employee 11987,12.0,5.0,6.0,7.0,5.0,3.0,7.0,4.0,1,52.0,Medium
Employee 11988,8.0,2.0,4.0,8.0,2.0,2.0,2.0,7.0,0,20.0,Low
Employee 11989,10.0,5.0,5.0,8.0,4.0,2.0,5.0,6.0,0,41.0,Medium
Employee 11990,10.0,5.0,7.0,7.0,5.0,3.0,5.0,4.0,0,46.0,Medium
Employee 11991,11.0,5.0,7.0,6.0,5.0,3.0,6.0,4.0,1,50.0,Medium
Employee 11992,8.0,2.0,3.0,9.0,2.0,1.0,3.0,8.0,0,17.0,Low
Employee 11993,7.0,2.0,1.0,10.0,1.0,0.0,1.0,9.0,0,7.0,Low
Employee 11994,14.0,6.0,9.0,6.0,9.0,4.0,9.0,1.0,1,91.0,High
Employee 11995,10.0,5.0,7.0,6.0,6.0,3.0,5.0,4.0,1,55.0,Medium
Employee 11996,12.0,6.0,9.0,5.0,8.0,4.0,7.0,1.0,1,82.0,High
Employee 11997,9.0,3.0,5.0,7.0,4.0,2.0,3.0,5.0,0,43.0,Medium
Employee 11998,9.0,3.0,5.0,8.0,4.0,2.0,3.0,6.0,0,36.0,Medium
Employee 11999,10.0,5.0,7.0,7.0,4.0,3.0,4.0,4.0,0,45.0,Medium
Employee 12000,12.0,5.0,8.0,6.0,8.0,4.0,8.0,2.0,1,77.0,High
Employee 12001,11.0,5.0,7.0,6.0,5.0,3.0,6.0,4.0,1,54.0,Medium
Employee 12002,12.0,5.0,7.0,6.0,6.0,4.0,7.0,3.0,1,62.0,Medium
Employee 12003,11.0,5.0,7.0,7.0,5.0,3.0,6.0,4.0,0,47.0,Medium
Employee 12004,7.0,1.0,4.0,8.0,2.0,1.0,1.0,7.0,0,21.0,Low
Employee 12005,12.0,5.0,9.0,6.0,7.0,4.0,8.0,2.0,1,74.0,High
Employee 12006,9.0,2.0,6.0,7.0,4.0,2.0,4.0,5.0,0,36.0,Medium
Employee 12007,12.0,5.0,10.0,5.0,9.0,4.0,7.0,1.0,1,92.0,High
Employee 12008,8.0,2.0,1.0,10.0,0.0,1.0,2.0,10.0,0,0.0,Low
Employee 12009,12.0,6.0,7.0,7.0,7.0,3.0,7.0,3.0,1,68.0,High
Employee 12010,9.0,3.0,5.0,7.0,4.0,2.0,3.0,5.0,0,37.0,Medium
Employee 12011,11.0,5.0,8.0,6.0,6.0,3.0,6.0,3.0,1,61.0,Medium
Employee 12012,9.0,3.0,5.0,7.0,5.0,2.0,4.0,5.0,0,46.0,Medium
Employee 12013,7.0,2.0,4.0,8.0,2.0,1.0,1.0,7.0,0,22.0,Low
Employee 12014,12.0,6.0,6.0,7.0,6.0,3.0,7.0,4.0,1,58.0,Medium
Employee 12015,9.0,3.0,8.0,6.0,6.0,3.0,4.0,3.0,1,64.0,Medium
Employee 12016,10.0,5.0,4.0,8.0,4.0,2.0,4.0,6.0,0,35.0,Medium
Employee 12017,7.0,1.0,4.0,8.0,3.0,1.0,1.0,6.0,0,28.0,Low
Employee 12018,12.0,5.0,10.0,5.0,10.0,4.0,7.0,1.0,1,100.0,High
Employee 12019,8.0,3.0,2.0,9.0,1.0,1.0,2.0,8.0,0,13.0,Low
Employee 12020,8.0,2.0,5.0,8.0,3.0,2.0,3.0,6.0,0,26.0,Low
Employee 12021,11.0,5.0,8.0,6.0,6.0,3.0,6.0,3.0,1,58.0,Medium
Employee 12022,10.0,3.0,7.0,7.0,5.0,3.0,5.0,4.0,1,53.0,Medium
Employee 12023,12.0,6.0,7.0,7.0,6.0,3.0,7.0,4.0,1,62.0,Medium
Employee 12024,8.0,2.0,4.0,8.0,2.0,2.0,3.0,7.0,0,18.0,Low
Employee 12025,11.0,3.0,9.0,5.0,8.0,4.0,7.0,2.0,1,78.0,High
Employee 12026,11.0,3.0,7.0,7.0,6.0,3.0,6.0,4.0,1,58.0,Medium
Employee 12027,10.0,3.0,8.0,6.0,6.0,3.0,5.0,3.0,1,59.0,Medium
Employee 12028,9.0,3.0,7.0,6.0,5.0,3.0,4.0,4.0,1,52.0,Medium
Employee 12029,10.0,5.0,8.0,6.0,6.0,3.0,5.0,3.0,1,64.0,Medium
Employee 12030,12.0,5.0,8.0,6.0,7.0,4.0,7.0,2.0,1,73.0,High
Employee 12031,8.0,1.0,5.0,7.0,3.0,2.0,3.0,6.0,0,30.0,Low
Employee 12032,12.0,5.0,9.0,6.0,9.0,4.0,7.0,1.0,1,87.0,High
Employee 12033,8.0,2.0,5.0,8.0,3.0,2.0,2.0,6.0,0,33.0,Medium
Employee 12034,10.0,5.0,6.0,7.0,4.0,2.0,4.0,5.0,0,43.0,Medium
Employee 12035,12.0,5.0,7.0,6.0,5.0,4.0,7.0,4.0,1,52.0,Medium
Employee 12036,7.0,2.0,3.0,9.0,2.0,1.0,1.0,7.0,0,23.0,Low
Employee 12037,12.0,5.0,6.0,7.0,6.0,3.0,7.0,4.0,1,56.0,Medium
Employee 12038,9.0,3.0,5.0,8.0,4.0,2.0,4.0,6.0,0,42.0,Medium
Employee 12039,7.0,1.0,4.0,8.0,2.0,1.0,1.0,7.0,0,24.0,Low
Employee 12040,11.0,5.0,8.0,6.0,7.0,4.0,6.0,2.0,1,68.0,High
Employee 12041,7.0,2.0,2.0,9.0,0.0,1.0,1.0,9.0,0,4.0,Low
Employee 12042,8.0,3.0,4.0,8.0,3.0,2.0,2.0,6.0,0,29.0,Low
Employee 12043,13.0,6.0,10.0,5.0,9.0,4.0,8.0,1.0,1,92.0,High
Employee 12044,9.0,3.0,5.0,7.0,3.0,2.0,3.0,6.0,0,26.0,Low
Employee 12045,9.0,3.0,6.0,7.0,5.0,2.0,3.0,4.0,1,50.0,Medium
Employee 12046,12.0,6.0,7.0,7.0,6.0,3.0,7.0,4.0,1,58.0,Medium
Employee 12047,7.0,1.0,4.0,8.0,3.0,1.0,1.0,7.0,0,26.0,Low
Employee 12048,8.0,2.0,5.0,8.0,4.0,2.0,3.0,5.0,0,44.0,Medium
Employee 12049,9.0,2.0,6.0,7.0,5.0,3.0,4.0,4.0,1,51.0,Medium
Employee 12050,9.0,3.0,7.0,6.0,5.0,3.0,4.0,4.0,1,52.0,Medium
Employee 12051,10.0,5.0,4.0,8.0,4.0,2.0,4.0,6.0,0,38.0,Medium
Employee 12052,8.0,2.0,4.0,8.0,3.0,2.0,3.0,6.0,0,30.0,Low
Employee 12053,14.0,7.0,10.0,5.0,10.0,5.0,10.0,1.0,1,100.0,High
Employee 12054,8.0,2.0,5.0,8.0,4.0,2.0,2.0,6.0,0,41.0,Medium
Employee 12055,11.0,6.0,6.0,7.0,5.0,3.0,6.0,5.0,1,50.0,Medium
Employee 12056,10.0,5.0,7.0,6.0,5.0,3.0,5.0,4.0,0,49.0,Medium
Employee 12057,9.0,2.0,4.0,8.0,3.0,2.0,4.0,6.0,0,31.0,Low
Employee 12058,10.0,5.0,5.0,7.0,5.0,3.0,5.0,5.0,0,48.0,Medium
Employee 12059,9.0,3.0,6.0,7.0,6.0,3.0,4.0,4.0,1,55.0,Medium
Employee 12060,13.0,6.0,10.0,5.0,8.0,4.0,8.0,1.0,1,83.0,High
Employee 12061,9.0,3.0,4.0,8.0,2.0,2.0,3.0,7.0,0,24.0,Low
Employee 12062,8.0,3.0,3.0,9.0,1.0,1.0,2.0,8.0,0,14.0,Low
Employee 12063,14.0,6.0,10.0,5.0,9.0,5.0,9.0,1.0,1,93.0,High
Employee 12064,11.0,5.0,6.0,7.0,5.0,3.0,6.0,5.0,1,52.0,Medium
Employee 12065,12.0,5.0,7.0,6.0,8.0,4.0,7.0,3.0,1,75.0,High
Employee 12066,7.0,1.0,3.0,8.0,2.0,1.0,1.0,7.0,0,20.0,Low
Employee 12067,11.0,5.0,6.0,7.0,4.0,3.0,6.0,5.0,0,41.0,Medium
Employee 12068,8.0,2.0,4.0,8.0,3.0,2.0,2.0,6.0,0,26.0,Low
Employee 12069,10.0,5.0,5.0,8.0,4.0,2.0,5.0,6.0,0,38.0,Medium
Employee 12070,8.0,2.0,4.0,8.0,3.0,2.0,3.0,6.0,0,32.0,Low
Employee 12071,12.0,5.0,8.0,6.0,8.0,4.0,7.0,2.0,1,77.0,High
Employee 12072,9.0,3.0,4.0,8.0,2.0,2.0,3.0,7.0,0,16.0,Low
Employee 12073,7.0,1.0,1.0,10.0,0.0,0.0,1.0,10.0,0,0.0,Low
Employee 12074,10.0,5.0,6.0,7.0,5.0,3.0,4.0,4.0,1,50.0,Medium
Employee 12075,10.0,5.0,4.0,8.0,3.0,2.0,4.0,6.0,0,34.0,Medium
Employee 12076,7.0,1.0,2.0,9.0,0.0,1.0,1.0,9.0,0,4.0,Low
Employee 12077,9.0,3.0,4.0,8.0,4.0,2.0,4.0,6.0,0,36.0,Medium
Employee 12078,10.0,5.0,5.0,8.0,4.0,2.0,5.0,6.0,0,40.0,Medium
Employee 12079,11.0,3.0,6.0,7.0,6.0,3.0,6.0,4.0,1,56.0,Medium
Employee 12080,10.0,5.0,6.0,7.0,5.0,3.0,5.0,5.0,0,47.0,Medium
Employee 12081,12.0,5.0,7.0,6.0,7.0,4.0,7.0,3.0,1,68.0,High
Employee 12082,8.0,2.0,6.0,7.0,4.0,2.0,2.0,5.0,0,42.0,Medium
Employee 12083,7.0,1.0,2.0,9.0,2.0,1.0,2.0,8.0,0,19.0,Low
Employee 12084,11.0,5.0,7.0,7.0,6.0,3.0,6.0,4.0,1,64.0,Medium
Employee 12085,12.0,5.0,8.0,6.0,8.0,4.0,8.0,2.0,1,81.0,High
Employee 12086,9.0,3.0,7.0,6.0,7.0,3.0,4.0,3.0,1,69.0,High
Employee 12087,8.0,3.0,4.0,8.0,2.0,2.0,2.0,7.0,0,20.0,Low
Employee 12088,11.0,3.0,6.0,7.0,5.0,3.0,6.0,4.0,1,53.0,Medium
Employee 12089,8.0,2.0,7.0,7.0,5.0,2.0,3.0,4.0,0,47.0,Medium
Employee 12090,12.0,5.0,9.0,5.0,8.0,4.0,7.0,1.0,1,80.0,High
Employee 12091,8.0,2.0,6.0,7.0,4.0,2.0,3.0,5.0,0,36.0,Medium
Employee 12092,11.0,5.0,7.0,6.0,5.0,3.0,6.0,4.0,1,53.0,Medium
Employee 12093,12.0,5.0,7.0,6.0,7.0,4.0,7.0,3.0,1,67.0,High
Employee 12094,9.0,3.0,6.0,7.0,4.0,2.0,4.0,5.0,0,43.0,Medium
Employee 12095,9.0,3.0,6.0,7.0,4.0,3.0,4.0,5.0,0,42.0,Medium
Employee 12096,10.0,3.0,8.0,6.0,6.0,3.0,5.0,3.0,1,57.0,Medium
Employee 12097,9.0,3.0,4.0,8.0,3.0,2.0,3.0,7.0,0,29.0,Low
Employee 12098,9.0,2.0,5.0,7.0,4.0,2.0,4.0,5.0,0,40.0,Medium
Employee 12099,10.0,5.0,6.0,7.0,5.0,3.0,5.0,5.0,0,46.0,Medium
Employee 12100,13.0,6.0,7.0,7.0,5.0,4.0,8.0,4.0,1,54.0,Medium
Employee 12101,8.0,2.0,6.0,7.0,4.0,2.0,3.0,5.0,0,38.0,Medium
Employee 12102,14.0,7.0,8.0,6.0,8.0,4.0,9.0,2.0,1,81.0,High
Employee 12103,11.0,3.0,7.0,6.0,7.0,3.0,6.0,3.0,1,67.0,High
Employee 12104,10.0,3.0,4.0,8.0,3.0,2.0,5.0,6.0,0,30.0,Low
Employee 12105,8.0,2.0,6.0,7.0,3.0,2.0,3.0,6.0,0,34.0,Medium
Employee 12106,11.0,5.0,6.0,7.0,6.0,3.0,6.0,4.0,1,55.0,Medium
Employee 12107,9.0,2.0,6.0,7.0,5.0,2.0,4.0,4.0,1,54.0,Medium
Employee 12108,9.0,3.0,4.0,8.0,3.0,2.0,4.0,6.0,0,32.0,Low
Employee 12109,9.0,3.0,4.0,8.0,4.0,2.0,4.0,6.0,0,35.0,Medium
Employee 12110,9.0,3.0,5.0,8.0,3.0,2.0,3.0,6.0,0,27.0,Low
Employee 12111,9.0,3.0,5.0,7.0,4.0,2.0,3.0,6.0,0,36.0,Medium
Employee 12112,8.0,2.0,3.0,9.0,2.0,1.0,2.0,8.0,0,16.0,Low
Employee 12113,11.0,5.0,5.0,7.0,4.0,3.0,6.0,5.0,0,43.0,Medium
Employee 12114,12.0,5.0,8.0,6.0,7.0,4.0,8.0,3.0,1,71.0,High
Employee 12115,7.0,1.0,3.0,9.0,2.0,1.0,1.0,8.0,0,16.0,Low
Employee 12116,7.0,1.0,1.0,10.0,0.0,0.0,1.0,10.0,0,5.0,Low
Employee 12117,9.0,3.0,4.0,8.0,3.0,2.0,3.0,7.0,0,30.0,Low
Employee 12118,10.0,5.0,6.0,7.0,5.0,3.0,4.0,4.0,0,49.0,Medium
Employee 12119,12.0,5.0,8.0,6.0,8.0,4.0,7.0,2.0,1,78.0,High
Employee 12120,8.0,2.0,1.0,10.0,0.0,1.0,2.0,10.0,0,3.0,Low
Employee 12121,12.0,6.0,7.0,7.0,6.0,3.0,7.0,4.0,1,60.0,Medium
Employee 12122,10.0,3.0,8.0,6.0,6.0,3.0,5.0,3.0,1,58.0,Medium
Employee 12123,10.0,3.0,7.0,6.0,6.0,3.0,5.0,3.0,1,60.0,Medium
Employee 12124,11.0,5.0,6.0,7.0,5.0,3.0,6.0,5.0,0,46.0,Medium
Employee 12125,12.0,5.0,7.0,7.0,6.0,3.0,7.0,4.0,1,58.0,Medium
Employee 12126,7.0,1.0,1.0,10.0,0.0,0.0,1.0,9.0,0,5.0,Low
Employee 12127,13.0,6.0,8.0,6.0,7.0,4.0,8.0,3.0,1,67.0,High
Employee 12128,10.0,3.0,6.0,7.0,5.0,3.0,5.0,5.0,0,48.0,Medium
Employee 12129,8.0,2.0,4.0,8.0,2.0,1.0,2.0,7.0,0,24.0,Low
Employee 12130,9.0,3.0,6.0,7.0,4.0,3.0,4.0,5.0,0,40.0,Medium
Employee 12131,9.0,3.0,4.0,8.0,3.0,2.0,4.0,6.0,0,33.0,Medium
Employee 12132,9.0,3.0,6.0,7.0,5.0,3.0,4.0,5.0,0,47.0,Medium
Employee 12133,11.0,5.0,7.0,7.0,5.0,3.0,6.0,4.0,0,48.0,Medium
Employee 12134,8.0,3.0,4.0,8.0,3.0,1.0,2.0,7.0,0,29.0,Low
Employee 12135,11.0,5.0,6.0,7.0,6.0,3.0,6.0,4.0,1,61.0,Medium
Employee 12136,8.0,2.0,5.0,8.0,3.0,2.0,3.0,6.0,0,28.0,Low
Employee 12137,9.0,2.0,6.0,7.0,5.0,3.0,4.0,5.0,0,46.0,Medium
Employee 12138,12.0,6.0,7.0,6.0,7.0,4.0,7.0,3.0,1,71.0,High
Employee 12139,8.0,2.0,4.0,8.0,3.0,2.0,2.0,6.0,0,33.0,Medium
Employee 12140,7.0,1.0,1.0,10.0,0.0,0.0,1.0,10.0,0,0.0,Low
Employee 12141,11.0,6.0,7.0,6.0,5.0,3.0,6.0,4.0,1,54.0,Medium
Employee 12142,10.0,3.0,6.0,7.0,4.0,3.0,5.0,5.0,0,38.0,Medium
Employee 12143,9.0,2.0,6.0,7.0,4.0,3.0,4.0,4.0,0,45.0,Medium
Employee 12144,12.0,5.0,7.0,7.0,6.0,3.0,7.0,4.0,1,57.0,Medium
Employee 12145,7.0,2.0,4.0,8.0,2.0,1.0,1.0,7.0,0,23.0,Low
Employee 12146,9.0,3.0,4.0,8.0,2.0,2.0,4.0,7.0,0,24.0,Low
Employee 12147,12.0,5.0,8.0,6.0,6.0,4.0,7.0,3.0,1,64.0,Medium
Employee 12148,8.0,2.0,5.0,7.0,5.0,2.0,3.0,5.0,0,49.0,Medium
Employee 12149,8.0,2.0,4.0,8.0,3.0,2.0,2.0,6.0,0,33.0,Medium
Employee 12150,10.0,5.0,6.0,7.0,4.0,3.0,5.0,5.0,0,42.0,Medium
Employee 12151,9.0,3.0,5.0,7.0,5.0,2.0,4.0,5.0,0,48.0,Medium
Employee 12152,9.0,3.0,5.0,8.0,3.0,2.0,4.0,6.0,0,34.0,Medium
Employee 12153,9.0,3.0,6.0,7.0,4.0,2.0,4.0,5.0,0,41.0,Medium
Employee 12154,9.0,3.0,6.0,7.0,5.0,2.0,3.0,4.0,1,50.0,Medium
Employee 12155,9.0,2.0,6.0,7.0,3.0,2.0,4.0,6.0,0,34.0,Medium
Employee 12156,10.0,3.0,8.0,6.0,6.0,3.0,5.0,3.0,1,64.0,Medium
Employee 12157,14.0,7.0,8.0,6.0,8.0,4.0,10.0,2.0,1,76.0,High
Employee 12158,10.0,5.0,5.0,7.0,3.0,2.0,4.0,6.0,0,31.0,Low
Employee 12159,8.0,2.0,7.0,7.0,4.0,2.0,3.0,4.0,0,44.0,Medium
Employee 12160,8.0,2.0,6.0,7.0,4.0,2.0,3.0,5.0,0,36.0,Medium
Employee 12161,8.0,3.0,4.0,8.0,2.0,1.0,2.0,7.0,0,17.0,Low
Employee 12162,11.0,5.0,6.0,7.0,5.0,3.0,6.0,5.0,0,46.0,Medium
Employee 12163,9.0,3.0,7.0,6.0,5.0,3.0,3.0,4.0,0,49.0,Medium
Employee 12164,9.0,3.0,4.0,8.0,3.0,2.0,4.0,6.0,0,33.0,Medium
Employee 12165,13.0,6.0,9.0,6.0,8.0,4.0,8.0,2.0,1,80.0,High
Employee 12166,9.0,3.0,6.0,7.0,4.0,2.0,4.0,5.0,0,43.0,Medium
Employee 12167,9.0,3.0,3.0,9.0,2.0,1.0,3.0,8.0,0,20.0,Low
Employee 12168,9.0,3.0,5.0,7.0,4.0,2.0,4.0,6.0,0,37.0,Medium
Employee 12169,10.0,3.0,4.0,8.0,3.0,2.0,5.0,6.0,0,31.0,Low
Employee 12170,9.0,3.0,3.0,8.0,3.0,2.0,3.0,7.0,0,28.0,Low
Employee 12171,9.0,3.0,5.0,7.0,4.0,2.0,4.0,6.0,0,35.0,Medium
Employee 12172,12.0,6.0,7.0,6.0,5.0,4.0,7.0,4.0,1,54.0,Medium
Employee 12173,10.0,3.0,7.0,6.0,5.0,3.0,5.0,4.0,1,54.0,Medium
Employee 12174,9.0,3.0,6.0,7.0,4.0,2.0,4.0,6.0,0,35.0,Medium
